graph_type,family,config_label,strategy_pos,strategy_neg,n_nodes,n_pos,n_neg,degree_heterogeneity,P_plus_win,mean_m,std_m,mean_time_abs_m_gt_03,std_time_abs_m_gt_03,psi_degree_norm_pos_highdeg,psi_wl_pos_highdeg
fully_connected,fully_connected,FC_N200,random,random,200,20,20,0.0,0.4,0.0012110000000000042,0.04071728984420432,5767.333333333333,6746.278812021025,0.1,1.0
erdos_renyi,erdos_renyi,ER_p0008,random,random,500,20,20,0.4555077932270358,0.4,-0.014182188888888902,0.08978930303911198,17070.2,9908.242851282965,0.08092485549132948,0.04024144869215292
erdos_renyi,erdos_renyi,ER_p0015,random,random,500,20,20,0.3491138479803296,0.5333333333333333,-0.0038050999999999983,0.14301745170723948,12852.5,8205.980031524436,0.07051282051282051,0.04
erdos_renyi,erdos_renyi,ER_p003,random,random,500,20,20,0.2652754599388805,0.4,-0.025015444444444465,0.09165344919112231,11432.0,7913.806827311367,0.06410944206008584,0.04
barabasi_albert,barabasi_albert,BA_m2,random,random,500,20,20,1.1756998103391647,0.3333333333333333,-0.08270800000000006,0.14513859087332517,9217.866666666667,5438.415050974564,0.23343373493975902,0.04048582995951417
barabasi_albert,barabasi_albert,BA_m3,random,random,500,20,20,0.991039350710412,0.4666666666666667,-0.002861977777777787,0.14805095875445926,9198.142857142857,8490.945918648085,0.19081153588195843,0.04
barabasi_albert,barabasi_albert,BA_m5,random,random,500,20,20,0.9310808448458234,0.4,-0.01822962222222224,0.13085772160714165,9984.714285714286,7357.330529986574,0.18484848484848485,0.04
