rho_values,xi,mu,sigma,n_blocks
0.000000000000000000e+00,1.185157173076272663e+00,-1.647764158226812103e-01,7.677023385842200731e-02,7.000000000000000000e+00
1.000000000000000056e-01,-5.528248653912514854e+00,1.364831919021393114e-01,1.741392840142479831e-02,7.000000000000000000e+00
2.000000000000000111e-01,1.160181028622250698e+00,5.667887514143518102e-01,9.654011197703915581e-02,7.000000000000000000e+00
