graph_type,strategy_pos,strategy_neg,n_pos,n_neg,P_plus_win,P_plus_win_std,mean_m,std_m,mean_time_to_positive_crossing,psi_degree_norm,psi_wl_coverage,psi_dispersion,psi_pagerank,run_records_count
barabasi_albert,random,random,15,20,0.35,0.1066536450385077,-0.06857791666666661,0.22015671897424083,3928.0588235294117,0.05230704697986577,0.05084745762711864,0.49890215489574075,0.05183571298942903,20
barabasi_albert,highest_degree,random,15,20,1.0,0.0,0.632082604166667,0.04046186118869222,157.65,0.2575503355704697,0.05084745762711864,0.3736915563786826,0.22856365776228843,20
barabasi_albert,wl_cover,random,15,20,0.0,0.0,-0.3786932499999999,0.17742743574116226,3593.6428571428573,0.025167785234899327,0.05084745762711864,0.5514471548370954,0.028988858165468246,20
barabasi_albert,wl_top_class,random,15,20,1.0,0.0,0.6172360625000001,0.041425952173233034,183.3,0.2575503355704697,0.05084745762711864,0.3736915563786826,0.22856365776228843,20
barabasi_albert,farthest_spread,random,15,20,1.0,0.0,0.17737504166666654,0.10120071875619666,1084.55,0.087248322147651,0.05084745762711864,0.5388173746441348,0.08303464411425646,20
