graph_type,strategy_pos,strategy_neg,n_pos,n_neg,P_plus_win,P_plus_win_std,mean_m,std_m,mean_time_to_positive_crossing,psi_degree_norm,psi_wl_coverage,psi_dispersion,psi_pagerank,run_records_count
erdos_renyi,random,random,15,20,0.0,0.0,-0.12659412499999995,0.07697249521204627,4441.166666666667,0.05033745781777278,0.05000000000000001,0.49666313126415523,0.05017765459768344,20
erdos_renyi,highest_degree,random,15,20,1.0,0.0,0.16866745833333324,0.06576170034810233,1888.8,0.09955005624296963,0.05000000000000001,0.4038960704717657,0.08936239123677339,20
erdos_renyi,wl_cover,random,15,20,0.0,0.0,-0.597126729166667,0.13190510426487362,2906.0,0.011811023622047246,0.05000000000000001,0.6069516289371958,0.020196700184706894,20
erdos_renyi,wl_top_class,random,15,20,1.0,0.0,0.1640396874999999,0.06697000763383394,1512.45,0.09955005624296963,0.05000000000000001,0.4117503423782055,0.08996233615767583,20
erdos_renyi,farthest_spread,random,15,20,0.05,0.04873397172404482,-0.14580014583333323,0.09504235298927245,6015.8,0.047806524184476944,0.05000000000000001,0.5600232928625375,0.049362578714568735,20
